FID,GEOID,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,INSIDE_X,INSIDE_Y,COUSUBNS,GEOID_1,NAME,CLASSFP,FUNCSTAT,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,OBJECTID_1
0,440010301001,Block Group 1,1475138,0,41.75,-71.34,1,-71.34,41.75,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
1,440010301002,Block Group 2,912963,103959,41.74,-71.34,2,-71.34,41.74,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
2,440010301003,Block Group 3,1058813,2418972,41.74,-71.35,3,-71.35,41.74,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
3,440010301004,Block Group 4,869068,169903,41.75,-71.35,4,-71.35,41.75,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
4,440010302001,Block Group 1,2027126,409134,41.76,-71.33,5,-71.32,41.76,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
5,440010302002,Block Group 2,1353086,54365,41.74,-71.32,6,-71.32,41.74,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
6,440010302003,Block Group 3,1165394,323023,41.74,-71.31,7,-71.31,41.74,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
7,440010303001,Block Group 1,1734389,744417,41.75,-71.29,8,-71.29,41.75,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
8,440010303002,Block Group 2,2059727,337556,41.75,-71.3,9,-71.3,41.75,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
9,440010303003,Block Group 3,2282289,1507951,41.76,-71.31,10,-71.31,41.76,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
10,440010304001,Block Group 1,1122284,552092,41.73,-71.29,11,-71.29,41.72,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
11,440010304002,Block Group 2,2172908,1341982,41.71,-71.3,12,-71.3,41.72,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
12,440010304003,Block Group 3,2976065,10724856,41.72,-71.31,13,-71.32,41.71,1220084,4400105140,Barrington ,T1,A,21209250,18688210,41.73,-71.32,1
13,440010307001,Block Group 1,174519,0,41.68,-71.27,24,-71.27,41.68,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
14,440010307002,Block Group 2,231471,0,41.67,-71.27,25,-71.27,41.67,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
15,440010307003,Block Group 3,235127,0,41.67,-71.27,26,-71.27,41.67,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
16,440010307004,Block Group 4,444795,329020,41.67,-71.28,27,-71.28,41.67,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
17,440010308001,Block Group 1,654758,2667,41.68,-71.26,28,-71.26,41.67,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
18,440010308002,Block Group 2,1449330,1576,41.66,-71.26,29,-71.26,41.66,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
19,440010308003,Block Group 3,1099183,2427504,41.65,-71.27,30,-71.27,41.65,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
20,440010308004,Block Group 4,2780445,5927779,41.67,-71.24,31,-71.24,41.66,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
21,440010309011,Block Group 1,1574345,526643,41.71,-71.25,32,-71.26,41.71,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
22,440010309012,Block Group 2,2292967,918275,41.69,-71.25,33,-71.25,41.69,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
23,440010309013,Block Group 3,2650771,2839273,41.69,-71.22,34,-71.24,41.68,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
24,440010309021,Block Group 1,2501777,8101,41.7,-71.27,35,-71.27,41.7,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
25,440010309022,Block Group 2,1812848,1886418,41.7,-71.29,36,-71.29,41.7,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
26,440010309023,Block Group 3,5055105,13057515,41.66,-71.3,37,-71.3,41.67,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
27,440010309024,Block Group 4,2469667,15302,41.68,-71.27,38,-71.27,41.69,1220083,4400109280,Bristol ,T1,A,25427108,27940073,41.68,-71.27,2
28,440010305001,Block Group 1,409312,246620,41.74,-71.28,14,-71.28,41.74,1220057,4400173760,Warren ,T1,A,15877329,6717969,41.73,-71.26,3
29,440010305002,Block Group 2,624089,0,41.73,-71.28,15,-71.28,41.73,1220057,4400173760,Warren ,T1,A,15877329,6717969,41.73,-71.26,3
30,440010305003,Block Group 3,472160,199743,41.73,-71.29,16,-71.29,41.73,1220057,4400173760,Warren ,T1,A,15877329,6717969,41.73,-71.26,3
31,440010306011,Block Group 1,4454098,1164218,41.75,-71.27,17,-71.27,41.75,1220057,4400173760,Warren ,T1,A,15877329,6717969,41.73,-71.26,3
32,440010306012,Block Group 2,1654611,163873,41.73,-71.26,18,-71.26,41.73,1220057,4400173760,Warren ,T1,A,15877329,6717969,41.73,-71.26,3
33,440010306013,Block Group 3,4977056,4357927,41.7,-71.24,19,-71.24,41.71,1220057,4400173760,Warren ,T1,A,15877329,6717969,41.73,-71.26,3
34,440010306021,Block Group 1,932367,67388,41.72,-71.27,20,-71.27,41.72,1220057,4400173760,Warren ,T1,A,15877329,6717969,41.73,-71.26,3
35,440010306022,Block Group 2,569660,139448,41.72,-71.26,21,-71.26,41.72,1220057,4400173760,Warren ,T1,A,15877329,6717969,41.73,-71.26,3
36,440010306023,Block Group 3,1088182,0,41.72,-71.27,22,-71.27,41.72,1220057,4400173760,Warren ,T1,A,15877329,6717969,41.73,-71.26,3
37,440010306024,Block Group 4,695794,378752,41.71,-71.29,23,-71.29,41.72,1220057,4400173760,Warren ,T1,A,15877329,6717969,41.73,-71.26,3
38,440030206011,Block Group 1,1215442,56812,41.73,-71.54,59,-71.54,41.73,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
39,440030206012,Block Group 2,1915031,40911,41.71,-71.54,60,-71.54,41.71,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
40,440030206013,Block Group 3,4113484,34857,41.72,-71.57,61,-71.57,41.71,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
41,440030206014,Block Group 4,2403418,127427,41.72,-71.55,62,-71.55,41.72,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
42,440030206021,Block Group 1,3343014,198902,41.7,-71.57,63,-71.57,41.7,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
43,440030206022,Block Group 2,3177552,101786,41.69,-71.6,64,-71.58,41.69,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
44,440030206031,Block Group 1,2875479,920419,41.68,-71.54,65,-71.54,41.67,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
45,440030206032,Block Group 2,673476,35772,41.68,-71.56,66,-71.56,41.68,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
46,440030206033,Block Group 3,4983083,104631,41.67,-71.57,67,-71.57,41.67,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
47,440030206041,Block Group 1,1493322,125126,41.7,-71.55,68,-71.55,41.7,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
48,440030206042,Block Group 2,665593,0,41.7,-71.54,69,-71.54,41.7,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
49,440030206043,Block Group 3,2185083,154945,41.69,-71.54,70,-71.54,41.69,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
50,440030207011,Block Group 1,56980221,1726472,41.69,-71.74,71,-71.74,41.69,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
51,440030207021,Block Group 1,8850187,1225036,41.68,-71.63,72,-71.63,41.69,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
52,440030207022,Block Group 2,34960574,1756346,41.69,-71.67,73,-71.67,41.69,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
53,440030207031,Block Group 1,15090323,759786,41.72,-71.62,74,-71.61,41.72,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
54,440030207032,Block Group 2,3749677,221171,41.67,-71.6,75,-71.6,41.67,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
55,440030207033,Block Group 3,4472290,1075263,41.69,-71.6,76,-71.6,41.69,1220082,4400318640,Coventry ,T1,A,153147249,8665662,41.7,-71.66,4
56,440030209011,Block Group 1,523882,284294,41.66,-71.45,80,-71.45,41.66,1220085,4400322240,East Greenwich ,T1,A,42375125,649979,41.64,-71.51,5
57,440030209012,Block Group 2,476104,0,41.66,-71.46,81,-71.46,41.66,1220085,4400322240,East Greenwich ,T1,A,42375125,649979,41.64,-71.51,5
58,440030209013,Block Group 3,710816,129611,41.65,-71.46,82,-71.46,41.65,1220085,4400322240,East Greenwich ,T1,A,42375125,649979,41.64,-71.51,5
59,440030209014,Block Group 4,849200,0,41.65,-71.47,83,-71.47,41.65,1220085,4400322240,East Greenwich ,T1,A,42375125,649979,41.64,-71.51,5
60,440030209031,Block Group 1,10108682,59569,41.65,-71.52,84,-71.52,41.65,1220085,4400322240,East Greenwich ,T1,A,42375125,649979,41.64,-71.51,5
61,440030209032,Block Group 2,9459311,32140,41.62,-71.5,85,-71.5,41.62,1220085,4400322240,East Greenwich ,T1,A,42375125,649979,41.64,-71.51,5
62,440030209033,Block Group 3,12078101,37780,41.62,-71.53,86,-71.53,41.62,1220085,4400322240,East Greenwich ,T1,A,42375125,649979,41.64,-71.51,5
63,440030209041,Block Group 1,3618340,43663,41.66,-71.48,87,-71.48,41.66,1220085,4400322240,East Greenwich ,T1,A,42375125,649979,41.64,-71.51,5
64,440030209042,Block Group 2,4550689,62922,41.64,-71.48,88,-71.48,41.63,1220085,4400322240,East Greenwich ,T1,A,42375125,649979,41.64,-71.51,5
65,440030210011,Block Group 1,749695,15271,41.76,-71.41,89,-71.41,41.76,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
66,440030210012,Block Group 2,766827,24196,41.76,-71.42,90,-71.42,41.76,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
67,440030210021,Block Group 1,706043,0,41.76,-71.4,91,-71.4,41.76,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
68,440030210022,Block Group 2,884594,28256,41.76,-71.39,92,-71.4,41.76,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
69,440030210023,Block Group 3,519499,0,41.75,-71.4,93,-71.4,41.75,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
70,440030210024,Block Group 4,596476,444375,41.75,-71.39,94,-71.39,41.75,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
71,440030211001,Block Group 1,1133620,20448,41.76,-71.42,95,-71.42,41.76,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
72,440030211002,Block Group 2,1755692,37158,41.75,-71.44,96,-71.44,41.75,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
73,440030211003,Block Group 3,1771342,17743,41.74,-71.42,97,-71.42,41.74,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
74,440030211004,Block Group 4,2164875,23238,41.73,-71.45,98,-71.44,41.74,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
75,440030212001,Block Group 1,1034963,62873,41.75,-71.41,99,-71.41,41.75,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
76,440030212002,Block Group 2,753075,50988,41.75,-71.42,100,-71.42,41.75,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
77,440030212003,Block Group 3,490167,1237,41.74,-71.41,101,-71.41,41.74,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
78,440030213001,Block Group 1,833014,897091,41.74,-71.38,102,-71.38,41.75,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
79,440030213002,Block Group 2,1883281,1683538,41.73,-71.38,103,-71.39,41.74,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
80,440030213003,Block Group 3,437574,0,41.75,-71.4,104,-71.4,41.75,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
81,440030213004,Block Group 4,1018908,0,41.74,-71.4,105,-71.4,41.74,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
82,440030214011,Block Group 1,1218449,1561,41.72,-71.41,106,-71.41,41.72,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
83,440030214012,Block Group 2,459950,344963,41.73,-71.41,107,-71.41,41.72,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
84,440030214013,Block Group 3,763505,20910,41.73,-71.41,108,-71.41,41.73,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
85,440030214021,Block Group 1,901147,0,41.73,-71.4,109,-71.4,41.73,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
86,440030214022,Block Group 2,366690,0,41.73,-71.39,110,-71.39,41.73,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
87,440030214023,Block Group 3,925358,5568,41.72,-71.39,111,-71.39,41.72,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
88,440030215011,Block Group 1,300595,438817,41.73,-71.38,112,-71.38,41.73,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
89,440030215012,Block Group 2,477699,1538309,41.72,-71.37,113,-71.37,41.72,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
90,440030215013,Block Group 3,417779,0,41.72,-71.38,114,-71.38,41.72,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
91,440030215014,Block Group 4,780418,2035843,41.72,-71.36,115,-71.36,41.72,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
92,440030215021,Block Group 1,695608,3374072,41.7,-71.37,116,-71.35,41.71,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
93,440030215022,Block Group 2,1433126,6699377,41.69,-71.37,117,-71.35,41.69,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
94,440030215023,Block Group 3,989621,0,41.71,-71.38,118,-71.38,41.71,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
95,440030215024,Block Group 4,627467,148355,41.7,-71.38,119,-71.38,41.7,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
96,440030216001,Block Group 1,1207878,125560,41.69,-71.38,120,-71.38,41.69,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
97,440030216002,Block Group 2,2517809,4967170,41.67,-71.38,121,-71.38,41.67,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
98,440030217001,Block Group 1,794081,229267,41.69,-71.39,122,-71.39,41.7,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
99,440030217002,Block Group 2,477117,914449,41.68,-71.4,123,-71.4,41.68,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
100,440030217003,Block Group 3,398953,0,41.69,-71.4,124,-71.4,41.69,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
101,440030217004,Block Group 4,415850,0,41.7,-71.4,125,-71.4,41.7,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
102,440030217005,Block Group 5,488396,45433,41.7,-71.41,126,-71.41,41.7,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
103,440030218001,Block Group 1,1939764,2869,41.71,-71.39,127,-71.39,41.71,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
104,440030218002,Block Group 2,1478443,122854,41.7,-71.4,128,-71.4,41.71,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
105,440030219011,Block Group 1,589939,0,41.72,-71.44,129,-71.44,41.72,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
106,440030219012,Block Group 2,611747,0,41.71,-71.45,130,-71.45,41.71,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
107,440030219013,Block Group 3,361773,0,41.7,-71.44,131,-71.44,41.7,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
108,440030219014,Block Group 4,802743,0,41.7,-71.44,132,-71.44,41.7,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
109,440030219021,Block Group 1,1303465,2324,41.71,-71.42,133,-71.42,41.71,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
110,440030219022,Block Group 2,428129,13221,41.71,-71.42,134,-71.42,41.71,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
111,440030219023,Block Group 3,424024,5681,41.71,-71.43,135,-71.43,41.71,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
112,440030219031,Block Group 1,1994874,370084,41.69,-71.42,136,-71.42,41.69,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
113,440030219032,Block Group 2,876865,3025056,41.68,-71.41,137,-71.42,41.68,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
114,440030219033,Block Group 3,973565,2630,41.7,-71.44,138,-71.43,41.7,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
115,440030220001,Block Group 1,1532634,1089464,41.69,-71.44,139,-71.44,41.69,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
116,440030220002,Block Group 2,566465,73022,41.7,-71.46,140,-71.46,41.7,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
117,440030220003,Block Group 3,1128331,2037502,41.67,-71.44,141,-71.45,41.68,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
118,440030221001,Block Group 1,3177611,151130,41.72,-71.45,142,-71.45,41.72,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
119,440030221002,Block Group 2,593726,1561,41.71,-71.45,143,-71.45,41.71,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
120,440030221003,Block Group 3,3451045,49544,41.71,-71.48,144,-71.47,41.71,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
121,440030221004,Block Group 4,643796,222127,41.71,-71.46,145,-71.46,41.71,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
122,440030222011,Block Group 1,1499407,12811,41.69,-71.47,146,-71.47,41.69,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
123,440030222012,Block Group 2,1906163,2525,41.68,-71.47,147,-71.47,41.68,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
124,440030222013,Block Group 3,3418397,4246,41.67,-71.47,148,-71.47,41.67,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
125,440030222014,Block Group 4,1244134,0,41.68,-71.45,149,-71.45,41.68,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
126,440030222015,Block Group 5,1019135,28234,41.69,-71.46,150,-71.46,41.69,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
127,440030222021,Block Group 1,1835292,3022,41.7,-71.49,151,-71.49,41.7,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
128,440030222022,Block Group 2,2464020,47007,41.69,-71.49,152,-71.49,41.69,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
129,440030222023,Block Group 3,3580097,27415,41.68,-71.49,153,-71.49,41.68,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
130,440030223001,Block Group 1,2793490,18741,41.7,-71.5,154,-71.5,41.7,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
131,440030223002,Block Group 2,972437,74025,41.72,-71.49,155,-71.49,41.72,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
132,440030223003,Block Group 3,1180442,72567,41.72,-71.48,156,-71.48,41.72,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
133,440030223004,Block Group 4,1290991,99770,41.73,-71.46,157,-71.46,41.73,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
134,440030224001,Block Group 1,4736396,6373703,41.66,-71.43,158,-71.42,41.66,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
135,440030224002,Block Group 2,1899894,72698,41.64,-71.46,159,-71.46,41.64,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
136,440039800001,Block Group 1,3772091,2619,41.73,-71.43,160,-71.43,41.72,1220058,4400374300,Warwick ,C5,F,90648466,38204518,41.7,-71.42,6
137,440030208001,Block Group 1,10731630,447833,41.65,-71.58,77,-71.58,41.65,1220059,4400377720,West Greenwich ,T1,A,130269666,2601551,41.63,-71.66,7
138,440030208002,Block Group 2,60999206,910267,41.63,-71.61,78,-71.62,41.63,1220059,4400377720,West Greenwich ,T1,A,130269666,2601551,41.63,-71.66,7
139,440030208003,Block Group 3,58538830,1243451,41.63,-71.73,79,-71.73,41.63,1220059,4400377720,West Greenwich ,T1,A,130269666,2601551,41.63,-71.66,7
140,440030201011,Block Group 1,1565664,17868,41.68,-71.51,39,-71.51,41.68,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
141,440030201012,Block Group 2,3126801,12725,41.67,-71.51,40,-71.52,41.67,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
142,440030201013,Block Group 3,1674786,14863,41.67,-71.52,41,-71.52,41.68,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
143,440030201021,Block Group 1,924074,0,41.69,-71.51,42,-71.51,41.69,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
144,440030201022,Block Group 2,595044,79121,41.68,-71.53,43,-71.52,41.69,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
145,440030201023,Block Group 3,1118957,7853,41.69,-71.52,44,-71.52,41.69,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
146,440030202001,Block Group 1,1205779,77962,41.71,-71.51,45,-71.51,41.71,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
147,440030202002,Block Group 2,621080,62392,41.7,-71.52,46,-71.52,41.7,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
148,440030202003,Block Group 3,1041984,90546,41.69,-71.53,47,-71.53,41.69,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
149,440030203001,Block Group 1,463032,29816,41.72,-71.53,48,-71.53,41.72,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
150,440030203002,Block Group 2,667598,0,41.71,-71.53,49,-71.53,41.71,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
151,440030203003,Block Group 3,469428,0,41.71,-71.53,50,-71.53,41.71,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
152,440030203004,Block Group 4,179739,0,41.7,-71.53,51,-71.53,41.7,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
153,440030203005,Block Group 5,396057,0,41.7,-71.53,52,-71.53,41.7,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
154,440030204001,Block Group 1,375866,0,41.73,-71.52,53,-71.52,41.73,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
155,440030204002,Block Group 2,456309,0,41.72,-71.52,54,-71.52,41.72,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
156,440030204003,Block Group 3,823091,0,41.73,-71.53,55,-71.53,41.73,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
157,440030205001,Block Group 1,1632683,49296,41.73,-71.5,56,-71.5,41.73,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
158,440030205002,Block Group 2,2272522,89228,41.72,-71.5,57,-71.51,41.72,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
159,440030205003,Block Group 3,505188,56961,41.71,-71.5,58,-71.5,41.71,1220060,4400378440,West Warwick ,T1,A,20115682,588631,41.68,-71.52,8
160,440050413001,Block Group 1,4116720,984311,41.52,-71.38,207,-71.38,41.52,1220061,4400536820,Jamestown ,T1,A,24469395,67012308,41.52,-71.37,10
161,440050413002,Block Group 2,2802647,905984,41.55,-71.38,208,-71.38,41.55,1220061,4400536820,Jamestown ,T1,A,24469395,67012308,41.52,-71.37,10
162,440050413003,Block Group 3,6642563,3536837,41.55,-71.37,209,-71.36,41.54,1220061,4400536820,Jamestown ,T1,A,24469395,67012308,41.52,-71.37,10
163,440050413004,Block Group 4,2729171,1363489,41.51,-71.37,210,-71.37,41.5,1220061,4400536820,Jamestown ,T1,A,24469395,67012308,41.52,-71.37,10
164,440050413005,Block Group 5,8178294,7713203,41.47,-71.39,211,-71.39,41.48,1220061,4400536820,Jamestown ,T1,A,24469395,67012308,41.52,-71.37,10
165,440050414001,Block Group 1,15807530,6229442,41.48,-71.17,212,-71.17,41.48,1220062,4400542400,Little Compton ,T1,A,53176479,21437817,41.5,-71.17,11
166,440050414002,Block Group 2,37368949,5568656,41.53,-71.16,213,-71.16,41.53,1220062,4400542400,Little Compton ,T1,A,53176479,21437817,41.5,-71.17,11
167,440050402001,Block Group 1,549091,0,41.52,-71.3,173,-71.3,41.52,1220063,4400545460,Middletown ,T1,A,32935349,5388731,41.52,-71.28,12
168,440050402002,Block Group 2,1785366,4304255,41.54,-71.31,174,-71.31,41.54,1220063,4400545460,Middletown ,T1,A,32935349,5388731,41.52,-71.28,12
169,440050403021,Block Group 1,1429521,9506,41.52,-71.29,175,-71.29,41.51,1220063,4400545460,Middletown ,T1,A,32935349,5388731,41.52,-71.28,12
170,440050403022,Block Group 2,624309,0,41.51,-71.3,176,-71.3,41.51,1220063,4400545460,Middletown ,T1,A,32935349,5388731,41.52,-71.28,12
171,440050403031,Block Group 1,504665,0,41.56,-71.3,177,-71.3,41.56,1220063,4400545460,Middletown ,T1,A,32935349,5388731,41.52,-71.28,12
172,440050403032,Block Group 2,3378698,9444,41.55,-71.3,178,-71.3,41.54,1220063,4400545460,Middletown ,T1,A,32935349,5388731,41.52,-71.28,12
173,440050403041,Block Group 1,4468758,4878,41.53,-71.28,179,-71.28,41.54,1220063,4400545460,Middletown ,T1,A,32935349,5388731,41.52,-71.28,12
