placekey,parent_placekey,location_name,top_category,latitude,longitude,street_address,city,region,postal_code,poi_cbg,total_visitors,rank
zzw-222@62k-jg7-fcq,,Black Duck Tavern,Restaurants and Other Eating Places,41.817872,-71.383356,31 Warren Ave,East Providence,RI,02914,440070104004,152,3
zzz-222@62k-jf7-bff,,Mauran Avenue Playground,Other Amusement and Recreation Industries,41.815631,-71.380459,Mauran Avenue Playground,East Providence,RI,02914,440070104004,142,4
22c-222@62k-jfd-pvz,,Precision Pilates & Gyrotonic,Other Amusement and Recreation Industries,41.816306,-71.377894,152 Warren Ave,East Providence,RI,02914,440070104004,127,5
226-222@62k-jf6-y35,,Madeira,Restaurants and Other Eating Places,41.81429,-71.3719,288 Warren Ave,East Providence,RI,02914,440070104005,467,1
zzw-226@62k-jf6-xnq,,Broadway Mart,Grocery Stores,41.812003,-71.371563,1049 S Broadway,East Providence,RI,02914,440070104005,225,2
zzw-222@62k-jf6-xnq,,Fork'n Sammich,Restaurants and Other Eating Places,41.811904,-71.371621,1055 S Broadway,East Providence,RI,02914,440070104005,198,3
226-222@62k-jf6-xwk,,Pie Zoni's,Restaurants and Other Eating Places,41.814287,-71.370766,969 Broadway,East Providence,RI,02914,440070104005,195,4
223-222@62k-jfd-nt9,,Campinos,Restaurants and Other Eating Places,41.815294,-71.37483,218 Warren Ave,East Providence,RI,02914,440070104005,186,5
zzw-223@62k-jf4-5fz,,IHOP,Restaurants and Other Eating Places,41.805293,-71.341046,75 Highland Ave,East Providence,RI,02914,440070105011,1267,1
222-222@62k-jf4-9xq,,CVS,Health and Personal Care Stores,41.811292,-71.357433,640 Warren Ave,East Providence,RI,02914,440070105011,1221,2
222-222@62k-jf4-6tv,,Ichigo Ichie,Restaurants and Other Eating Places,41.806261,-71.341859,5 Catamore Blvd,East Providence,RI,02914,440070105011,1137,3
zzy-222@62k-jf4-5cq,,Chili's Grill & Bar,Restaurants and Other Eating Places,41.806372,-71.340644,50 Highland Avenue Rt 6,East Providence,RI,02914,440070105011,1088,4
zzw-222@62k-jf4-9xq,,Mobil,Gasoline Stations,41.811412,-71.358293,2336 Pawtucket Ave,East Providence,RI,02914,440070105011,889,5
223-222@62k-jf3-kxq,,Dunkin',Restaurants and Other Eating Places,41.810836,-71.359406,2371 Pawtucket Ave,East Providence,RI,02914,440070105012,1184,1
226-222@62k-jf3-kvf,,Miller's Roast Beef,Restaurants and Other Eating Places,41.811504,-71.359044,628 Warren Ave,East Providence,RI,02914,440070105012,609,2
224-223@62k-jf3-kvf,,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",41.811892,-71.360033,600 Warren Ave,East Providence,RI,02914,440070105012,581,3
22b-222@62k-jf3-t5f,,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",41.801559,-71.362552,2715 Pawtucket Ave,East Providence,RI,02914,440070105012,421,4
223-222@62k-jf3-kvf,,Subway,Restaurants and Other Eating Places,41.811169,-71.360021,617 Warren Ave,East Providence,RI,02914,440070105012,304,5
zzw-222@62k-jf3-pd9,,Pizza Amore,Restaurants and Other Eating Places,41.798911,-71.362814,2792 Pawtucket Ave,East Providence,RI,02914,440070105013,177,1
222-222@62k-jf3-c3q,,Hattie Ide Chaffee Home,Nursing Care Facilities (Skilled Nursing Facilities),41.796691,-71.354364,200 Wampanoag Trl,East Providence,RI,02915,440070105013,93,2
222-222@62k-jf3-rff,,East Providence Fire Department Station 4,"Justice, Public Order, and Safety Activities",41.798135,-71.361425,66 Wampanoag Trl,East Providence,RI,02915,440070105013,77,3
222-222@62k-jf3-psq,,Elderwood At Riverside,Nursing Care Facilities (Skilled Nursing Facilities),41.797639,-71.358795,100 Wampanoag Trl,East Providence,RI,02915,440070105013,63,4
224-222@62k-jf3-q75,,Trailside Day Care,Child Day Care Services,41.797288,-71.357882,120 Wampanoag Trl,East Providence,RI,02915,440070105013,62,5
222-222@62k-jf6-dn5,,University Orthopedics,Specialty (except Psychiatric and Substance Abuse) Hospitals,41.796416,-71.37675,1 Kettle Point Ave,East Providence,RI,02914,440070105021,1474,1
222-222@62k-jf7-4gk,,The Gordon School,Elementary and Secondary Schools,41.800916,-71.372972,45 Maxfield Ave,East Providence,RI,02914,440070105021,378,2
222-222@62k-jf8-qvf,,Emma Pendleton Bradley Hospital,General Medical and Surgical Hospitals,41.79237,-71.367721,1011 Veterans Memorial Pkwy,East Providence,RI,02915,440070105021,352,3
zzz-222@62k-jf7-389,,Silver Spring Playground,Other Amusement and Recreation Industries,41.799428,-71.3686,Silver Spring Playground,East Providence,RI,02914,440070105021,190,4
zzw-222@62k-jf7-mtv,,Silver Spring Golf Course,Other Amusement and Recreation Industries,41.784862,-71.364607,3300 Pawtucket Ave,East Providence,RI,02915,440070105021,181,5
22g-222@62k-jf3-p9z,,The Paint Shoppe,Building Material and Supplies Dealers,41.800245,-71.362907,2745 Pawtucket Ave,East Providence,RI,02914,440070105022,186,1
22b-222@62k-jf3-pd9,,Lyn Marie Behmke OD,Health and Personal Care Stores,41.799868,-71.362986,2757 Pawtucket Ave,East Providence,RI,02914,440070105022,122,2
229-222@62k-jf3-rc5,,Petro Plus,Gasoline Stations,41.79712,-71.364095,2851 Pawtucket Ave,East Providence,RI,02915,440070105022,96,3
226-222@62k-jf3-r49,,Meising Chinese Restaurant,Restaurants and Other Eating Places,41.797732,-71.363847,2827 Pawtucket Ave,East Providence,RI,02915,440070105022,85,4
22c-223@62k-jf3-rkz,,Taste of Island,Restaurants and Other Eating Places,41.799095,-71.363416,2777 Pawtucket Ave,East Providence,RI,02914,440070105022,64,5
225-222@62k-jf3-r49,,Cumberland Farms,Gasoline Stations,41.797759,-71.363127,2812 Pawtucket Ave,East Providence,RI,02915,440070105023,1265,1
zzw-222@62k-jf3-r6k,,Save-A-Lot,Grocery Stores,41.796938,-71.362874,2830 Pawtucket Ave,East Providence,RI,02915,440070105023,350,2
223-224@62k-jf3-bkz,,Rhode Island Foot Care,Offices of Physicians,41.794162,-71.350165,375 Wampanoag Trl,East Providence,RI,02915,440070105023,261,3
226-222@62k-jf3-bkz,,University Medicine Patient Center,Offices of Physicians,41.794021,-71.349976,375 Wampanoag Trl Ste 201,East Providence,RI,02915,440070105023,225,4
226-222@62k-jfv-575,,401 Sneakers,Shoe Stores,41.775242,-71.355797,216 Willett Ave,East Providence,RI,02915,440070105023,225,5
zzz-222@62k-jfv-54v,,Willett Pond,Public Parks and Beaches,41.776704,-71.356559,Willett Pond,East Providence,RI,02914,440070105024,1671,1
223-222@62k-jf8-kfz,,Dunkin',Restaurants and Other Eating Places,41.784052,-71.363323,3300 Pawtucket Ave,East Providence,RI,02915,440070105024,1044,2
zzw-222@62k-jf7-psq,,St Mary Academy Bay View,Elementary and Secondary Schools,41.789995,-71.364268,3070 Pawtucket Ave,East Providence,RI,02915,440070105024,429,3
222-222@62k-jf7-vzz,,Response Technologies,"Management, Scientific, and Technical Consulting Services",41.782453,-71.362449,3350 Pawtucket Ave,East Providence,RI,02915,440070105024,48,4
zzw-222@62k-jfm-xnq,,Carousel Park,Public Parks and Beaches,41.757088,-71.360515,Carousel Park,East Providence,RI,02915,440070106001,472,1
222-222@62k-jfm-w49,,Blount Clam Shack,Restaurants and Other Eating Places,41.757352,-71.359338,684 Bullocks Point Ave,East Providence,RI,02915,440070106001,214,2
zzw-222@62k-jfm-st9,,Crescent Beach,Public Parks and Beaches,41.755752,-71.360592,Carousel Park,East Providence,RI,02915,440070106001,151,3
zzw-223@62k-jfv-7dv,,East Providence House of Pizza,Restaurants and Other Eating Places,41.774851,-71.357038,187 Willett Ave,East Providence,RI,02915,440070106002,303,1
22h-222@62k-jft-5vf,,Riverside Creamery,Restaurants and Other Eating Places,41.771375,-71.354059,447 Willett Ave,East Providence,RI,02915,440070106002,267,2
226-222@62k-jft-dd9,,Dari Bee,Restaurants and Other Eating Places,41.771988,-71.362382,240 Bullocks Point Ave,East Providence,RI,02915,440070106002,254,3
227-222@62k-jft-dd9,,Borealis Coffee Roasters,Restaurants and Other Eating Places,41.771373,-71.361892,250 Bullocks Point Ave,East Providence,RI,02915,440070106002,198,4
229-222@62k-jft-hh5,,Rhodes Pizza & Restaurant,Restaurants and Other Eating Places,41.771244,-71.36122,3736 Pawtucket Ave,East Providence,RI,02915,440070106002,173,5
224-222@62k-jft-dd9,,Stevie D's Riverside Tavern,Restaurants and Other Eating Places,41.771218,-71.362414,24 Monroe Ave,East Providence,RI,02915,440070106003,216,1
229-222@62k-jft-dd9,,Riverside Liquors Inc,"Beer, Wine, and Liquor Stores",41.771997,-71.36296,225 Bullocks Point Ave,East Providence,RI,02915,440070106003,122,2
22c-222@62k-jft-gx5,,Riverside Optical Shop,Health and Personal Care Stores,41.772874,-71.363309,205A Bullocks Point Ave,East Providence,RI,02915,440070106003,92,3
225-222@62k-jf7-t7q,,Allstate Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",41.777259,-71.36356,51 Bullocks Point Ave,East Providence,RI,02915,440070106003,83,4
zzw-222@62k-jft-j9z,,Pomham Rocks Lighthouse,Public Parks and Beaches,41.774139,-71.365362,1 Crest Ave,East Providence,RI,02915,440070106003,33,5
zzz-222@62k-jgn-fxq,,Sabin Point,Public Parks and Beaches,41.765546,-71.368216,Sabin Point,East Providence,RI,02915,440070106004,830,1
222-222@62k-jft-hkf,,Union Burrito,Restaurants and Other Eating Places,41.770241,-71.361215,326 Bullocks Point Ave,East Providence,RI,02915,440070106004,163,2
zzw-222@62k-jft-hkf,,Fuse Spark,Restaurants and Other Eating Places,41.770256,-71.361191,332 Bullocks Point Ave,East Providence,RI,02915,440070106004,76,3
228-222@62k-jft-f75,,Riverside Congressional Church,Religious Organizations,41.769819,-71.361776,15 Oak Ave,East Providence,RI,02915,440070106004,64,4
22q-222@62k-jft-dgk,,Luxurious Lash,Personal Care Services,41.770417,-71.361625,285 Bullocks Point Ave,East Providence,RI,02915,440070106004,,5
227-222@62k-jft-p5f,,Papa Pasquales Pizzeria,Restaurants and Other Eating Places,41.764403,-71.361287,521 Bullocks Point Ave,East Providence,RI,02915,440070106005,135,1
22g-222@62k-jft-p35,,East Providence Public Library Riverside Branch,Other Information Services,41.765565,-71.361544,475 Bullocks Point Ave,East Providence,RI,02915,440070106005,94,2
225-222@62k-jft-mff,,Cesar's Auto Service,Automotive Repair and Maintenance,41.761097,-71.360687,635 Bullocks Point Ave,East Providence,RI,02915,440070106005,61,3
22f-222@62k-jft-dqf,,Shear Image,Personal Care Services,41.767945,-71.361371,401 Bullocks Point Ave,East Providence,RI,02915,440070106005,49,4
zzy-222@62k-jft-gff,,Bai Yuan Dao Center for Cultural Heritage,Religious Organizations,41.767491,-71.36457,Riverside Rhode Island Bai Yuan Temple,East Providence,RI,02914,440070106005,49,5
zzz-222@62k-jft-89z,,Bullocks Cove Playground,Other Amusement and Recreation Industries,41.760655,-71.356916,Bullocks Cove Playground,East Providence,RI,02914,440070106006,592,1
zzw-222@62k-jfm-w49,,Ourplace 2,Restaurants and Other Eating Places,41.758346,-71.359217,664 Bullocks Point Ave,East Providence,RI,02915,440070106006,392,2
22f-222@62k-jft-f2k,,Lees Chinese Restaurant & Lounge,Restaurants and Other Eating Places,41.768733,-71.360897,376 Bullocks Point Ave,East Providence,RI,02915,440070106006,283,3
223-222@62k-jft-kzz,,Honey Dew Donuts,Bakeries and Tortilla Manufacturing,41.758541,-71.359668,652 Bullocks Point Ave,East Providence,RI,02915,440070106006,176,4
224-222@62k-jft-kzz,,Asian Taste II,Restaurants and Other Eating Places,41.758567,-71.359389,656 Bullocks Point Ave,East Providence,RI,02915,440070106006,51,5
223-224@62k-jfr-7bk,,Munro Dugald H,Health and Personal Care Stores,41.773431,-71.326782,1525 Wampanoag Trl,East Providence,RI,02915,440070107011,517,1
zzz-222@62k-jfv-5xq,,Delle Femine Playfield,Public Parks and Beaches,41.774092,-71.351217,Delle Femine Playfield,East Providence,RI,02914,440070107011,382,2
222-225@62k-jf4-st9,,Forbes Plaza,Shopping Center,41.779597,-71.333821,1235 Wampanoag Trl,East Providence,RI,02915,440070107011,248,3
22d-222@62k-jfv-5s5,,Farnsworth Cafe,Restaurants and Other Eating Places,41.774341,-71.354808,302 Willett Ave,East Providence,RI,02915,440070107011,224,4
222-222@62k-jfr-6tv,,Express Gas,Gasoline Stations,41.776662,-71.329985,1345 Wampanoag Trl,East Providence,RI,02915,440070107011,207,5
228-222@62k-jft-5vf,,CVS,Health and Personal Care Stores,41.771247,-71.353332,444 Willett Ave,East Providence,RI,02915,440070107012,435,1
229-222@62k-jft-47q,,Sonny's Convenience,Grocery Stores,41.77075,-71.35069,548 Willett Ave,East Providence,RI,02915,440070107012,89,2
223-222@62k-jft-xt9,,Waddington School,Elementary and Secondary Schools,41.764089,-71.342098,101 Legion Way,East Providence,RI,02915,440070107022,207,1
22p-222@62k-jft-4y9,,Royal Fuel,Gasoline Stations,41.766537,-71.348639,732 Willett Ave,East Providence,RI,02915,440070107022,172,2
22j-222@62k-jft-4y9,,Little Rhody's,Other Miscellaneous Store Retailers,41.766822,-71.348678,718 Willett Ave,East Providence,RI,02915,440070107022,108,3
zzw-222@62k-jfv-2kz,,Covenant Cooperative Nursery Schoo,Child Day Care Services,41.76773,-71.341403,165 Rounds Ave,East Providence,RI,02915,440070107022,41,4
zzw-223@62k-jfv-2kz,,Evangelical Covenant Church Riverside Ri,Religious Organizations,41.767848,-71.341278,165 Rounds Ave,East Providence,RI,02915,440070107022,6,5
222-223@62k-jfj-b49,,Riverside Village,Shopping Center,41.760046,-71.342022,1086 Willett Ave,East Providence,RI,02915,440070107023,1172,1
224-226@62k-jfj-b8v,,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",41.760218,-71.343684,1050 Willett Ave,East Providence,RI,02915,440070107023,1164,2
zzw-224@62k-jfj-b6k,222-223@62k-jfj-b49,Body Soul Inspired Personal Training Riverside,Other Amusement and Recreation Industries,41.759431,-71.342525,1086 Willett Ave,East Providence,RI,02915,440070107023,640,3
zzy-222@62k-jfj-bhq,222-223@62k-jfj-b49,Yama Fuji II,Restaurants and Other Eating Places,41.759884,-71.341379,1080 Willett Ave,East Providence,RI,02915,440070107023,379,4
22c-223@62k-jft-b6k,,Mobil,Gasoline Stations,41.759077,-71.34669,973 Willett Ave,East Providence,RI,02915,440070107023,359,5
225-222@62k-jft-8vz,,Fur Kidz Mobile Pet Grooming,Other Personal Services,41.756387,-71.352701,49 N Shore Dr,East Providence,RI,02915,440070107024,27,1
zzw-222@62k-jft-7t9,,Christian Community Bible Church,Religious Organizations,41.758385,-71.347092,25 Metropolitan Park Dr,East Providence,RI,02915,440070107024,18,2
229-222@62k-jft-bc5,,Navigant Credit Union,Depository Credit Intermediation,41.759261,-71.347385,3 Crescent View Ave,East Providence,RI,02915,440070107024,10,3
228-222@62k-jft-b8v,,Dunkin',Restaurants and Other Eating Places,41.760381,-71.347634,925 Willett Ave,East Providence,RI,02915,440070107025,901,1
228-222@62k-jft-bc5,,Town Pizza & Family Restaurant,Restaurants and Other Eating Places,41.759868,-71.347464,949 Willett Ave,East Providence,RI,02915,440070107025,238,2
226-222@62k-jft-9xq,,Riverside Animal Hospital,"Other Professional, Scientific, and Technical Services",41.763994,-71.348965,815 Willett Ave,East Providence,RI,02915,440070107025,121,3
227-222@62k-jft-9xq,,HM Income Tax Preparation,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",41.763607,-71.348718,833 Willett Ave,East Providence,RI,02915,440070107025,99,4
224-225@62k-jft-5xq,,Wise Guy's Deli,Restaurants and Other Eating Places,41.770782,-71.353639,467 Willett Ave,East Providence,RI,02915,440070107025,67,5
226-222@62k-jhy-7h5,,CVS,Health and Personal Care Stores,41.883683,-71.386531,309 Broad St,Central Falls,RI,02863,440070108001,576,1
zzz-222@62k-jhy-v9f,,Sacred Heart Avenue Playground,Other Amusement and Recreation Industries,41.88904,-71.384305,24 George St,Central Falls,RI,02863,440070108001,242,2
223-222@62k-jhy-vxq,,BrainBulb,Printing and Related Support Activities,41.886779,-71.381913,535 Roosevelt Ave,Central Falls,RI,02863,440070108001,179,3
228-222@62k-jhy-x5z,,Sonrisa Restaurant,Restaurants and Other Eating Places,41.885564,-71.383671,48 Cross St,Central Falls,RI,02863,440070108001,176,4
224-223@62k-jhy-v2k,,Twin City Marine,Other Motor Vehicle Dealers,41.887938,-71.384459,600 High St,Central Falls,RI,02863,440070108001,140,5
22k-222@62k-jhy-wx5,,Cumberland Farms,Gasoline Stations,41.886056,-71.38738,478 Broad St,Central Falls,RI,02863,440070108002,792,1
zzz-222@62k-jhy-wc5,,Jenks Park,Public Parks and Beaches,41.887608,-71.389665,602 Broad St,Central Falls,RI,02863,440070108002,702,2
zzw-222@62k-jcx-yqf,,Central Falls Sr High,Elementary and Secondary Schools,41.887004,-71.391485,24 Summer St,Central Falls,RI,02863,440070108002,463,3
22c-222@62k-jhy-wff,,Hydro PUNC Cafe,Restaurants and Other Eating Places,41.889412,-71.387461,712 Broad St,Central Falls,RI,02863,440070108002,284,4
22n-222@62k-jhy-7t9,,Stanley's Restaurant,Restaurants and Other Eating Places,41.885029,-71.394869,535 Dexter St,Central Falls,RI,02863,440070108002,187,5
226-223@62k-jhy-wzf,,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",41.884809,-71.387263,400 Broad St,Central Falls,RI,02863,440070108003,915,1
226-225@62k-jhy-3wk,,Dexter Place,Shopping Center,41.88299,-71.392261,361 Dexter St,Pawtucket,RI,02863,440070108003,696,2
226-226@62k-jhy-3wk,226-225@62k-jhy-3wk,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",41.88315,-71.392161,361 Dexter St,Central Falls,RI,02863,440070108003,696,3
zzw-222@62k-jhy-3wk,,Peter Patchis Yarns,"Sporting Goods, Hobby, and Musical Instrument Stores",41.88325,-71.391852,174 Cross St,Central Falls,RI,02863,440070108003,273,4
22b-222@62k-jhy-7h5,,Subway,Restaurants and Other Eating Places,41.883514,-71.386964,310 Broad St,Central Falls,RI,02863,440070108003,198,5
226-223@62k-jcy-rx5,,Gulf Oil,Gasoline Stations,41.892986,-71.387394,957 Broad St,Central Falls,RI,02863,440070109001,491,1
zzw-222@62k-jhy-wff,,La Sorpresa Bakery Restaurant,Restaurants and Other Eating Places,41.889659,-71.386852,723 Broad St,Central Falls,RI,02863,440070109001,433,2
222-222@62k-jhy-yvz,,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",41.891052,-71.386806,839 Broad St,Central Falls,RI,02863,440070109001,359,3
226-222@62k-jcy-rx5,226-223@62k-jcy-rx5,Dunkin',Restaurants and Other Eating Places,41.892982,-71.387332,957 Broad St,Central Falls,RI,02863,440070109001,254,4
zzz-222@62k-jcy-qj9,,Macomber Stadium,Other Amusement and Recreation Industries,41.893798,-71.383915,964 High St,Central Falls,RI,02863,440070109001,222,5
zzw-223@62k-jhy-yy9,,La Casona,Restaurants and Other Eating Places,41.890317,-71.387567,768 Broad St,Central Falls,RI,02863,440070109002,434,1
zzw-222@62k-jcy-rtv,,CVS,Health and Personal Care Stores,41.893387,-71.38853,1000 Broad St,Central Falls,RI,02863,440070109002,364,2
228-222@62k-jcy-3h5,,Diaz Tire Shop,"Automotive Parts, Accessories, and Tire Stores",41.890112,-71.391453,125 Washington St,Central Falls,RI,02863,440070109002,328,3
22v-222@62k-jhy-yvz,,Smooth Smoke Shop,Other Miscellaneous Store Retailers,41.89139,-71.387592,850A Broad St,Central Falls,RI,02863,440070109002,238,4
zzw-222@62k-jcx-y9z,,El Taco Loco Restaurant,Restaurants and Other Eating Places,41.891732,-71.392734,156 Washington St,Central Falls,RI,02863,440070109002,213,5
229-222@62k-jcy-v2k,,Mimi And Pop's Ice Cream,Restaurants and Other Eating Places,41.897857,-71.388795,1306 Broad St,Central Falls,RI,02863,440070109003,366,1
22c-222@62k-jcy-rhq,,El Paso Restaurant,Restaurants and Other Eating Places,41.896822,-71.388819,1252 Broad St,Central Falls,RI,02863,440070109003,305,2
224-222@62k-jcy-sbk,,Central Warehouses Liquor,"Beer, Wine, and Liquor Stores",41.894355,-71.388565,1060 Broad St,Central Falls,RI,02863,440070109003,193,3
226-222@62k-jcy-rp9,,Madeirense Club,Drinking Places (Alcoholic Beverages),41.897787,-71.390246,46 Madeira Ave,Central Falls,RI,02863,440070109003,161,4
223-222@62k-jcy-v2k,,Beirao,Restaurants and Other Eating Places,41.898487,-71.389415,1374 Broad St,Central Falls,RI,02863,440070109003,152,5
224-222@62k-jcy-fxq,,M And G Auto Repair,Automotive Repair and Maintenance,41.89292,-71.402966,1063 Lonsdale Ave,Central Falls,RI,02863,440070110001,345,1
22j-222@62k-jcy-brk,,Pentecostal Church House Of Prayer Inc,Religious Organizations,41.894469,-71.403662,16 Richland Ave,Central Falls,RI,02863,440070110001,61,2
228-222@62k-jcx-zmk,,Pao hair salon,Personal Care Services,41.89215,-71.397171,473 Hunt St,Central Falls,RI,02863,440070110001,1,3
zzw-222@62k-jcx-zmk,,Exotic Cutz Barber Shop,Personal Care Services,41.892139,-71.397217,475 Hunt St,Central Falls,RI,02863,440070110001,,4
22n-223@62k-jcx-yn5,,City of Central Falls,Household Appliance Manufacturing,41.887867,-71.392766,150 Illinois St,Central Falls,RI,02863,440070110002,346,1
zzz-222@62k-jcx-ygk,,Illinois Street Playground,Other Amusement and Recreation Industries,41.89221,-71.395142,25 Illinois St,Central Falls,RI,02863,440070110002,266,2
229-222@62k-jcx-z4v,,Calcutt Middle School,Elementary and Secondary Schools,41.889807,-71.392469,112 Washington St,Central Falls,RI,02863,440070110002,220,3
223-222@62k-jcy-49z,,Toula's Kitchen,Restaurants and Other Eating Places,41.892869,-71.395589,416 Hunt St,Central Falls,RI,02863,440070110002,191,4
225-222@62k-jcx-yd9,,Antilli's Market II,Grocery Stores,41.890906,-71.392498,156 Washington St,Central Falls,RI,02863,440070110002,190,5
22b-222@62k-jcy-28v,,Veterans Memorial Elementary,Elementary and Secondary Schools,41.888762,-71.395947,150 Fuller Ave,Central Falls,RI,02863,440070110003,339,1
225-222@62k-jcx-zzz,,Compare Foods Supermarkets,Grocery Stores,41.886781,-71.396727,693 Dexter St,Central Falls,RI,02863,440070110003,323,2
22j-222@62k-jhy-7yv,,Village Pizza,Restaurants and Other Eating Places,41.886018,-71.396545,650 Dexter St,Central Falls,RI,02863,440070110003,284,3
22r-222@62k-jcy-26k,,Miriam's Tipico & Fried Chicken,Restaurants and Other Eating Places,41.887123,-71.39768,744 Dexter St,Central Falls,RI,02863,440070110003,269,4
228-222@62k-jbc-tqf,,Georgia's Restaurant,Restaurants and Other Eating Places,41.889172,-71.399252,915 Dexter St,Central Falls,RI,02863,440070110003,258,5
222-223@62k-jcx-zj9,,7-Eleven,Grocery Stores,41.890048,-71.400099,603 Hunt St,Central Falls,RI,02863,440070111001,598,1
zzz-222@62k-jbc-td9,,Crossman Street Playground,Other Amusement and Recreation Industries,41.888419,-71.401069,61 Crossman St,Central Falls,RI,02863,440070111001,315,2
zzw-222@62k-jcy-c5z,,Xelapan Bakery,Bakeries and Tortilla Manufacturing,41.889303,-71.402499,904 Lonsdale Ave,Central Falls,RI,02863,440070111001,214,3
zzw-222@62k-jcy-ch5,,St Elizabeth Ann Seton Academy,Elementary and Secondary Schools,41.89016,-71.402018,909 Lonsdale Ave,Central Falls,RI,02863,440070111001,167,4
zzw-222@62k-jcy-bhq,,Affordable Office Furniture,"Office Supplies, Stationery, and Gift Stores",41.892978,-71.40552,25 Conduit St,Central Falls,RI,02863,440070111001,165,5
zzz-222@62k-jbc-r49,,Higginson Avenue Sports Complex,Other Amusement and Recreation Industries,41.886165,-71.402448,10 Higginson Ave,Central Falls,RI,02863,440070111002,737,1
222-222@62k-jbc-tn5,,Burger King,Restaurants and Other Eating Places,41.887232,-71.401941,800 Lonsdale Ave,Central Falls,RI,02863,440070111002,710,2
22c-223@62k-jhy-435,,El Carriel Antioqueno,Restaurants and Other Eating Places,41.883757,-71.393864,428 Dexter St,Central Falls,RI,02863,440070111002,683,3
222-222@62k-jbc-r49,,International Meat Market,Specialty Food Stores,41.886114,-71.401629,756 Lonsdale Ave,Central Falls,RI,02863,440070111002,396,4
22d-222@62k-jhy-7yv,,El Paisa,Drinking Places (Alcoholic Beverages),41.885482,-71.395981,598 Dexter St,Central Falls,RI,02863,440070111002,261,5
222-223@62k-jcs-r49,,Joseph L Mccourt Ms,Elementary and Secondary Schools,41.918673,-71.392605,45 Highland Ave,Valley Falls,RI,02864,440070112001,187,1
222-222@62k-jcs-r49,222-223@62k-jcs-r49,Mccourt Alphabest,Child Day Care Services,41.918447,-71.392508,45 Highland Ave,Valley Falls,RI,02864,440070112001,125,2
zzz-222@62k-jcs-qzz,,High Street Field,Other Amusement and Recreation Industries,41.917185,-71.394828,High Street Field,Valley Falls,RI,02864,440070112001,113,3
227-222@62k-jcs-wp9,,Tony Luis Auto Sales,Automobile Dealers,41.912945,-71.392693,110 Dexter St,Valley Falls,RI,02864,440070112001,70,4
223-222@62k-jcs-xt9,,Elaine's Beauty Salon,Personal Care Services,41.915458,-71.388345,68 E Earle St,Valley Falls,RI,02864,440070112001,49,5
zzw-223@62k-jcy-kfz,,Cafe Colombia,Restaurants and Other Eating Places,41.905026,-71.392035,235 Broad St,Valley Falls,RI,02864,440070112002,273,1
zzz-222@62k-jcy-kpv,,Valley Falls Heritage Park,Public Parks and Beaches,41.900132,-71.389661,Valley Falls Heritage Park,Valley Falls,RI,02864,440070112002,224,2
22d-222@62k-jcs-wrk,,Cumberland Convenience Store,Grocery Stores,41.912477,-71.392562,427 High St,Valley Falls,RI,02864,440070112002,215,3
zzz-222@62k-jcy-nyv,,Fatima Church Field,Other Amusement and Recreation Industries,41.906582,-71.388357,Fatima Church Field,Valley Falls,RI,02864,440070112002,215,4
227-222@62k-jcy-k2k,,Ace Hardware,Building Material and Supplies Dealers,41.903153,-71.391354,159 Broad St,Valley Falls,RI,02864,440070112002,180,5
228-223@62k-jcy-kvf,,Bandidos Mexican Restaurant,Restaurants and Other Eating Places,41.901424,-71.391399,88 Broad St,Valley Falls,RI,02864,440070112003,464,1
222-222@62k-jcx-whq,,Lusitana Club,Other Amusement and Recreation Industries,41.899935,-71.392226,10 Chase St,Valley Falls,RI,02864,440070112003,370,2
zzw-222@62k-jcy-x3q,,Pick n Pull,Automobile Dealers,41.904614,-71.39515,70 Macondray St,Valley Falls,RI,02864,440070112003,295,3
226-222@62k-jcy-kfz,,Valley Falls Flower Shop,Florists,41.905252,-71.392845,244 Broad St,Valley Falls,RI,02864,440070112003,258,4
22h-223@62k-jcy-zcq,,Tony's Cumberland Market,Gasoline Stations,41.907109,-71.393543,290 Broad St,Valley Falls,RI,02864,440070112003,243,5
222-222@62k-jcx-8sq,,Angelos Palace Pizza,Restaurants and Other Eating Places,41.914755,-71.403299,133 Mendon Rd,Valley Falls,RI,02864,440070112004,740,1
zzw-222@62k-jcx-9fz,,Dunkin',Restaurants and Other Eating Places,41.912344,-71.401989,20 Ann and Hope Way,Valley Falls,RI,02864,440070112004,722,2
22g-222@62k-jcy-z4v,,B F Norton Elementary School,Elementary and Secondary Schools,41.908888,-71.394535,364 Broad St,Valley Falls,RI,02864,440070112004,128,3
224-223@62k-jcy-wff,,Genesis HealthCare,Outpatient Care Centers,41.908045,-71.397801,100 Chambers St,Valley Falls,RI,02864,440070112004,115,4
22g-223@62k-jcy-z4v,22g-222@62k-jcy-z4v,Bf Norton Alphabest,Child Day Care Services,41.908797,-71.394508,364 Broad St,Valley Falls,RI,02864,440070112004,114,5
225-222@62k-jcy-zpv,,CVS,Health and Personal Care Stores,41.907917,-71.392898,315 Broad St,Valley Falls,RI,02864,440070112005,717,1
